size,total_sqft,bath,bhk,price_per_sqft,price_total
1 BHK,525.0,1.0,1,4952.380952380952,2600000.0
3 BHK,1427.0,2.0,3,3399.4393833216536,4851000.0
3 BHK,1270.0,3.0,3,3543.3070866141734,4500000.0
2 BHK,920.0,2.0,2,7065.217391304348,6500000.0
4 Bedroom,2700.0,3.0,4,2518.5185185185187,6800000.0
3 BHK,1740.0,3.0,3,11436.781609195403,19900000.0
3 BHK,1355.0,2.0,3,2952.029520295203,4000000.0
3 BHK,1530.0,2.0,3,5882.35294117647,9000000.0
3 BHK,1372.0,2.0,3,6559.766763848396,9000000.0
4 BHK,2363.0,5.0,4,5078.290308929327,12000000.0
4 BHK,3895.0,4.0,4,5648.267008985879,22000000.0
3 BHK,1950.0,3.0,3,6717.948717948718,13100000.0
2 BHK,885.0,2.0,2,4519.774011299435,4000000.0
2 BHK,600.0,2.0,2,4500.0,2700000.0
5 Bedroom,1270.0,4.0,5,10078.740157480315,12800000.0
2 Bedroom,1380.0,2.0,2,16304.347826086956,22500000.0
2 BHK,1339.0,2.0,2,4630.321135175504,6200000.0
2 BHK,1130.0,2.0,2,3185.8407079646017,3600000.0
2 BHK,1085.0,2.0,2,3963.1336405529955,4300000.0
3 BHK,1430.0,3.0,3,5034.965034965035,7200000.0
4 BHK,1451.5,4.0,4,8336.203926972097,12100000.0
5 BHK,6200.0,5.0,5,11612.90322580645,72000000.0
3 BHK,1490.0,2.0,3,4000.0,5960000.0
4 BHK,1650.0,4.0,4,6000.0,9900000.0
2 BHK,1286.0,2.0,2,4432.348367029549,5700000.0
2 BHK,925.0,2.0,2,6810.810810810811,6300000.0
4 BHK,3016.0,4.0,4,7625.994694960213,23000000.0
2 BHK,1000.0,2.0,2,4400.0,4400000.0
2 BHK,1215.0,2.0,2,3209.8765432098767,3900000.0
4 Bedroom,1200.0,3.0,4,7916.666666666667,9500000.0
2 BHK,1336.0,2.0,2,7485.029940119761,10000000.0
1 BHK,673.0,1.0,1,5475.482912332838,3685000.0
2 Bedroom,1200.0,2.0,2,4833.333333333333,5800000.0
6 Bedroom,600.0,7.0,6,10500.0,6300000.0
3 BHK,1600.0,3.0,3,10000.0,16000000.0
2 Bedroom,1200.0,2.0,2,6583.333333333333,7900000.0
6 Bedroom,2480.0,4.0,6,30241.935483870966,75000000.0
3 BHK,2500.0,3.0,3,10800.0,27000000.0
5 Bedroom,2400.0,5.0,5,4166.666666666667,10000000.0
2 BHK,1143.0,2.0,2,5686.789151356081,6500000.0
2 BHK,1470.0,2.0,2,4200.0,6174000.0
4 Bedroom,1584.0,3.0,4,9154.040404040405,14500000.0
3 BHK,1785.0,3.0,3,5266.106442577031,9400000.0
3 BHK,2292.0,3.0,3,12478.184991273996,28600000.0
3 BHK,1460.0,3.0,3,4863.013698630137,7100000.0
3 BHK,1500.0,2.0,3,5333.333333333333,8000000.0
5 Bedroom,1200.0,4.0,5,11666.666666666666,14000000.0
5 BHK,3300.0,3.0,5,7575.757575757576,25000000.0
2 BHK,1230.0,2.0,2,3902.439024390244,4800000.0
1 BHK,650.0,1.0,1,3076.923076923077,2000000.0
2 BHK,1480.0,2.0,2,8108.108108108108,12000000.0
2 BHK,1220.0,2.0,2,3600.0,4392000.0
3 BHK,1570.0,3.0,3,7324.84076433121,11500000.0
3 BHK,3000.0,3.0,3,13333.333333333334,40000000.0
3 BHK,1665.0,3.0,3,5219.81981981982,8691000.0
3 Bedroom,1350.0,3.0,3,28148.14814814815,38000000.0
4 Bedroom,4000.0,5.0,4,15000.0,60000000.0
2 Bedroom,1100.0,2.0,2,6181.818181818182,6800000.0
3 BHK,1350.0,2.0,3,6445.185185185185,8701000.0
3 BHK,1719.0,3.0,3,6748.109365910413,11600000.0
1 BHK,664.0,1.0,1,5271.084337349397,3500000.0
2 BHK,1011.0,2.0,2,4998.021760633037,5053000.0
6 Bedroom,2400.0,6.0,6,5416.666666666667,13000000.0
3 BHK,1680.0,3.0,3,5059.523809523809,8500000.0
2 BHK,717.0,2.0,2,6900.278940027894,4947500.0
4 Bedroom,700.0,4.0,4,15714.285714285714,11000000.0
3 BHK,1520.0,2.0,3,9868.421052631578,15000000.0
3 BHK,1350.0,2.0,3,3925.925925925926,5300000.0
3 BHK,1760.0,3.0,3,8522.727272727272,15000000.0
2 BHK,875.0,2.0,2,3771.4285714285716,3300000.0
2 BHK,1231.0,2.0,2,3899.268887083672,4800000.0
2 BHK,1174.0,2.0,2,6303.236797274276,7400000.0
3 BHK,1560.0,3.0,3,4807.692307692308,7500000.0
2 BHK,1464.0,2.0,2,3825.136612021858,5600000.0
3 Bedroom,2200.0,3.0,3,5909.090909090909,13000000.0
2 BHK,850.0,2.0,2,6470.588235294118,5500000.0
3 BHK,1750.0,3.0,3,10285.714285714286,18000000.0
3 BHK,2024.0,3.0,3,7756.916996047431,15700000.0
2 Bedroom,1500.0,1.0,2,10666.666666666666,16000000.0
6 Bedroom,2100.0,6.0,6,13095.238095238095,27500000.0
3 BHK,2408.0,4.0,3,10797.34219269103,26000000.0
2 BHK,1080.0,2.0,2,4074.074074074074,4400000.0
3 BHK,2070.0,3.0,3,10869.565217391304,22500000.0
2 BHK,1020.0,2.0,2,2888.235294117647,2946000.0
3 BHK,1500.0,2.0,3,3666.6666666666665,5500000.0
4 Bedroom,1575.0,5.0,4,10031.746031746032,15800000.0
4 Bedroom,3250.0,4.0,4,5538.461538461538,18000000.0
2 BHK,1175.0,2.0,2,4000.0,4700000.0
2 BHK,1030.0,2.0,2,3349.5145631067962,3450000.0
2 BHK,1440.0,2.0,2,7986.111111111111,11500000.0
2 BHK,1500.0,2.0,2,5600.0,8400000.0
1 Bedroom,1380.0,1.0,1,4500.0,6210000.0
2 BHK,1200.0,2.0,2,4166.666666666667,5000000.0
1 BHK,705.0,1.0,1,5177.304964539007,3650000.0
3 BHK,2240.0,5.0,3,6919.642857142857,15500000.0
3 BHK,1584.01,3.0,3,6502.484201488627,10300000.0
3 BHK,1340.0,3.0,3,5746.268656716418,7700000.0
3 BHK,1800.0,3.0,3,3888.8888888888887,7000000.0
2 BHK,1200.0,2.0,2,3750.0,4500000.0
1 BHK,685.0,1.0,1,5839.41605839416,4000000.0
2 BHK,925.0,2.0,2,4540.540540540541,4200000.0
2 BHK,1230.0,2.0,2,4634.1463414634145,5700000.0
5 Bedroom,1200.0,5.0,5,15416.666666666666,18500000.0
2 BHK,1125.0,2.0,2,4622.222222222223,5200000.0
2 BHK,1100.0,2.0,2,4909.090909090909,5400000.0
3 Bedroom,2400.0,3.0,3,6208.333333333333,14900000.0
3 BHK,1400.0,2.0,3,2970.0,4158000.0
7 Bedroom,1200.0,7.0,7,18750.0,22500000.0
3 BHK,1858.0,3.0,3,5290.635091496232,9830000.0
1 Bedroom,1260.0,1.0,1,3253.968253968254,4100000.0
4 BHK,3530.0,4.0,4,8215.297450424929,29000000.0
2 BHK,1185.0,2.0,2,5063.291139240507,6000000.0
2 Bedroom,1200.0,2.0,2,18000.0,21600000.0
2 BHK,1255.0,2.0,2,4621.5139442231075,5800000.0
4 BHK,3436.0,6.0,4,13824.214202561117,47500000.0
3 BHK,1335.0,3.0,3,6666.666666666667,8900000.0
3 BHK,1999.0,3.0,3,6603.301650825412,13200000.0
2 Bedroom,1200.0,2.0,2,10416.666666666666,12500000.0
3 BHK,1397.0,3.0,3,7874.0157480314965,11000000.0
10 Bedroom,1200.0,10.0,10,8750.0,10500000.0
4 BHK,3950.0,4.0,4,11392.405063291139,45000000.0
2 Bedroom,1200.0,2.0,2,10833.333333333334,13000000.0
3 Bedroom,1616.0,3.0,3,5878.712871287129,9500000.0
8 Bedroom,1200.0,7.0,8,29166.666666666668,35000000.0
4 Bedroom,1270.0,2.0,4,13779.527559055117,17500000.0
2 BHK,1140.0,2.0,2,3381.578947368421,3854999.9999999995
1 BHK,525.0,1.0,1,5714.285714285715,3000000.0
3 Bedroom,1200.0,2.0,3,8166.666666666667,9800000.0
1 Bedroom,700.0,1.0,1,23142.85714285714,16200000.0
2 BHK,1205.47,2.0,2,6719.370867794304,8100000.0
3 Bedroom,1200.0,3.0,3,10833.333333333334,13000000.0
3 BHK,1700.0,3.0,3,4411.764705882353,7500000.0
5 Bedroom,750.0,4.0,5,8266.666666666666,6200000.0
2 BHK,1090.0,2.0,2,5003.6697247706425,5454000.0
4 BHK,3600.0,5.0,4,6111.111111111111,22000000.0
1 BHK,2400.0,1.0,1,27083.333333333332,65000000.0
1 BHK,923.0,1.0,1,6591.549295774648,6084000.0
4 BHK,3595.0,6.0,4,10013.908205841446,36000000.0
2 BHK,1050.0,2.0,2,4571.428571428572,4800000.0
2 BHK,1495.0,2.0,2,5317.725752508361,7950000.0
3 BHK,1485.0,3.0,3,5723.905723905724,8500000.0
3 BHK,1033.0,2.0,3,3049.3707647628266,3150000.0
3 BHK,1400.0,2.0,3,3428.5714285714284,4800000.0
1 Bedroom,500.0,1.0,1,14000.0,7000000.0
2 BHK,944.0,2.0,2,3707.6271186440677,3500000.0
5 Bedroom,3250.0,5.0,5,8923.076923076924,29000000.0
2 BHK,1216.0,2.0,2,5467.105263157895,6648000.0
2 BHK,1100.0,2.0,2,3590.909090909091,3950000.0
3 BHK,1743.0,3.0,3,5349.971313826735,9325000.0
2 BHK,1274.0,2.0,2,3800.6279434850862,4842000.0
3 BHK,2500.0,3.0,3,17000.0,42500000.0
3 BHK,1512.0,2.0,3,7275.132275132275,11000000.0
4 BHK,3100.0,5.0,4,12419.354838709678,38500000.0
3 BHK,1650.0,3.0,3,6060.606060606061,10000000.0
3 BHK,1875.0,3.0,3,2933.3333333333335,5500000.0
3 BHK,1350.0,3.0,3,4000.0,5400000.0
2 BHK,1219.0,2.0,2,3281.3781788351107,4000000.0
4 Bedroom,1200.0,4.0,4,12500.0,15000000.0
3 Bedroom,2400.0,3.0,3,3541.6666666666665,8500000.0
2 BHK,1141.0,2.0,2,3891.3234005258546,4440000.0
2 BHK,1151.0,2.0,2,3744.5699391833186,4310000.0
3 Bedroom,832.0,3.0,3,9254.807692307691,7700000.0
2 BHK,915.0,2.0,2,4153.005464480874,3800000.0
3 Bedroom,3259.0,3.0,3,8284.749923289353,27000000.0
2 BHK,1115.0,2.0,2,5840.358744394619,6512000.0
3 BHK,2072.0,4.0,3,6708.494208494209,13900000.0
2 BHK,1200.0,2.0,2,4416.666666666667,5300000.0
2 BHK,1300.0,2.0,2,5000.0,6500000.0
2 BHK,1457.0,2.0,2,5833.905284831846,8500000.0
2 BHK,1262.0,2.0,2,4358.161648177496,5500000.0
4 Bedroom,1196.0,3.0,4,12541.80602006689,15000000.0
2 BHK,900.0,2.0,2,2500.0,2250000.0
1 BHK,420.0,1.0,1,4047.6190476190477,1700000.0
2 BHK,1160.0,2.0,2,3999.137931034483,4639000.0
2 BHK,1115.0,2.0,2,4484.304932735426,5000000.0
3 BHK,1315.0,2.0,3,6494.296577946768,8540000.0
2 BHK,1500.0,2.0,2,3800.0,5700000.0
2 BHK,1127.0,2.0,2,6033.717834960071,6800000.0
3 BHK,1397.0,3.0,3,7444.523979957051,10400000.0
2 BHK,1173.0,2.0,2,5115.089514066496,6000000.0
2 BHK,1090.0,2.0,2,2568.8073394495414,2800000.0
3 BHK,2720.0,5.0,3,7720.588235294118,21000000.0
2 BHK,1230.0,2.0,2,6178.861788617886,7600000.0
4 BHK,3200.0,3.0,4,5937.5,19000000.0
2 BHK,858.0,2.0,2,3679.4871794871797,3157000.0
3 BHK,1868.0,3.0,3,6477.516059957174,12100000.0
3 BHK,1689.28,3.0,3,5398.74976321273,9120000.0
4 BHK,600.0,3.0,4,12166.666666666666,7300000.0
3 BHK,1425.0,3.0,3,3500.3508771929824,4988000.0
6 Bedroom,1200.0,6.0,6,14166.666666666666,17000000.0
2 Bedroom,1350.0,2.0,2,7407.407407407408,10000000.0
6 Bedroom,4200.0,6.0,6,4285.714285714285,18000000.0
3 BHK,1310.0,2.0,3,6488.5496183206105,8500000.0
2 BHK,970.0,2.0,2,4123.711340206186,4000000.0
3 BHK,1397.0,3.0,3,7730.851825340014,10800000.0
2 BHK,1157.0,2.0,2,3457.216940363008,4000000.0
2 BHK,1125.0,2.0,2,5440.0,6120000.0
2 BHK,1157.0,2.0,2,3630.077787381158,4200000.0
2 BHK,1241.0,2.0,2,6607.57453666398,8200000.0
1 BHK,660.0,1.0,1,9393.939393939394,6200000.0
4 BHK,4000.0,4.0,4,5500.0,22000000.0
4 BHK,2340.0,4.0,4,6324.786324786325,14800000.0
1 BHK,596.0,1.0,1,7046.979865771812,4200000.0
16 BHK,10000.0,16.0,16,5500.0,55000000.0
4 Bedroom,1200.0,4.0,4,9166.666666666666,11000000.0
3 BHK,1910.0,3.0,3,9947.643979057591,19000000.0
2 BHK,1139.0,2.0,2,7023.705004389815,8000000.0
4 BHK,3122.0,5.0,4,7206.91864189622,22500000.0
2 BHK,1033.0,2.0,2,2750.242013552759,2841000.0
2 BHK,1168.0,2.0,2,5486.301369863014,6408000.0
2 BHK,877.0,2.0,2,4789.053591790193,4200000.0
2 BHK,1340.0,2.0,2,5597.014925373134,7500000.0
3 BHK,1405.0,2.0,3,4982.20640569395,7000000.0
3 BHK,1800.0,3.0,3,3611.1111111111113,6500000.0
3 BHK,1750.0,3.0,3,8514.285714285714,14900000.0
3 BHK,1360.0,2.0,3,4779.411764705882,6500000.0
3 Bedroom,675.0,2.0,3,21925.925925925927,14800000.0
2 BHK,985.0,2.0,2,6395.9390862944165,6300000.0
2 BHK,1300.0,2.0,2,9923.076923076924,12900000.0
3 BHK,1850.0,3.0,3,8108.108108108108,15000000.0
3 BHK,1490.0,2.0,3,5906.040268456376,8800000.0
2 BHK,620.0,1.0,2,4032.2580645161293,2500000.0
2 BHK,1130.0,2.0,2,3743.362831858407,4230000.0
2 BHK,1080.0,2.0,2,5092.592592592592,5500000.0
4 BHK,3126.0,4.0,4,3838.7715930902114,12000000.0
3 BHK,1410.0,2.0,3,3700.0,5217000.0
3 BHK,1375.0,3.0,3,4290.909090909091,5900000.0
3 BHK,1290.0,2.0,3,7325.581395348837,9450000.0
3 BHK,1318.0,2.0,3,6470.40971168437,8528000.0
2 BHK,1128.0,2.0,2,6028.368794326241,6800000.0
4 Bedroom,4428.0,4.0,4,5758.807588075881,25500000.0
2 BHK,1051.0,2.0,2,5398.667935299714,5674000.0
3 Bedroom,3500.0,5.0,3,7857.142857142857,27500000.0
4 Bedroom,2400.0,4.0,4,5416.666666666667,13000000.0
2 BHK,1327.0,2.0,2,6405.42577241899,8500000.0
4 BHK,2912.0,6.0,4,7211.538461538462,21000000.0
2 BHK,1301.0,2.0,2,4227.517294388932,5500000.0
1 BHK,650.0,1.0,1,4615.384615384615,3000000.0
3 Bedroom,1200.0,3.0,3,5645.833333333333,6775000.0
3 BHK,1500.0,2.0,3,5999.333333333333,8999000.0
4 Bedroom,2700.0,6.0,4,25000.0,67500000.0
4 Bedroom,1350.0,4.0,4,10740.74074074074,14500000.0
2 BHK,1000.0,2.0,2,2888.0,2888000.0
2 BHK,984.0,2.0,2,4665.650406504065,4591000.0
3 BHK,1819.18,3.0,3,8795.17145087347,16000000.0
1 Bedroom,900.0,1.0,1,19444.444444444445,17500000.0
3 BHK,1355.0,3.0,3,6189.667896678967,8387000.0
3 BHK,2145.0,4.0,3,12587.412587412588,27000000.0
3 BHK,2475.0,4.0,3,12121.212121212122,30000000.0
2 BHK,1118.0,2.0,2,2683.3631484794278,3000000.0
1 BHK,910.0,1.0,1,4615.384615384615,4200000.0
3 BHK,1250.0,3.0,3,3120.0,3900000.0
2 BHK,1304.0,2.0,2,7668.711656441717,10000000.0
3 BHK,1615.0,3.0,3,3591.331269349845,5800000.0
2 BHK,1400.0,2.0,2,4857.142857142857,6800000.0
2 BHK,1070.0,2.0,2,4439.252336448598,4750000.0
3 BHK,3500.0,3.0,3,11285.714285714286,39500000.0
2 BHK,1132.0,2.0,2,7894.876325088339,8937000.0
3 BHK,2000.0,3.0,3,4250.0,8500000.0
7 Bedroom,2400.0,5.0,7,22916.666666666668,55000000.0
1 BHK,794.0,1.0,1,8186.39798488665,6500000.0
2 BHK,1090.0,2.0,2,3999.0825688073396,4359000.0
3 BHK,1500.0,3.0,3,4666.666666666667,7000000.0
3 BHK,2059.0,3.0,3,10927.634774162214,22500000.0
1 BHK,525.0,1.0,1,5714.285714285715,3000000.0
2 BHK,1447.0,2.0,2,5250.172771250864,7597000.0
2 BHK,1269.0,2.0,2,5910.16548463357,7500000.0
4 Bedroom,4800.0,4.0,4,14583.333333333334,70000000.0
2 BHK,1070.0,2.0,2,3500.0000000000005,3745000.0000000005
2 BHK,1150.0,2.0,2,2434.782608695652,2800000.0
2 BHK,1208.0,2.0,2,5794.701986754967,7000000.0
2 BHK,1185.0,2.0,2,3839.662447257384,4550000.0
3 Bedroom,1200.0,3.0,3,10833.333333333334,13000000.0
2 BHK,888.0,2.0,2,3828.828828828829,3400000.0
2 BHK,1015.0,2.0,2,2549.753694581281,2588000.0
1 BHK,532.0,1.0,1,4227.443609022556,2249000.0
3 BHK,1060.0,3.0,3,5849.056603773585,6200000.0
1 BHK,700.0,1.0,1,5000.0,3500000.0
2 BHK,902.0,2.0,2,4656.319290465632,4200000.0
6 Bedroom,600.0,3.0,6,15833.333333333334,9500000.0
2 BHK,1175.0,2.0,2,4000.0,4700000.0
2 BHK,1365.0,2.0,2,8937.728937728938,12200000.0
2 BHK,984.0,2.0,2,5182.926829268293,5100000.0
4 Bedroom,2700.0,2.0,4,3703.703703703704,10000000.0
3 BHK,1475.0,3.0,3,6508.474576271186,9600000.0
2 BHK,1300.0,2.0,2,6076.923076923077,7900000.0
5 Bedroom,1200.0,6.0,5,18333.333333333332,22000000.0
3 BHK,1453.0,2.0,3,3000.0,4359000.0
2 BHK,1550.0,2.0,2,10322.58064516129,16000000.0
3 BHK,1666.0,3.0,3,5702.280912364946,9500000.0
4 Bedroom,1410.0,4.0,4,11347.517730496455,16000000.0
4 Bedroom,4025.0,5.0,4,19875.77639751553,80000000.0
3 BHK,1845.0,3.0,3,4932.249322493225,9100000.0
3 BHK,1676.0,3.0,3,3102.6252983293557,5200000.0
2 BHK,1137.0,2.0,2,5540.8970976253295,6300000.0
3 BHK,1360.0,2.0,3,5183.823529411765,7050000.0
3 BHK,1374.0,2.0,3,5094.614264919942,7000000.0
3 Bedroom,1700.0,3.0,3,9117.64705882353,15500000.0
5 Bedroom,3227.0,5.0,5,7747.133560582584,25000000.0
4 BHK,2145.0,4.0,4,5827.505827505827,12500000.0
4 Bedroom,2400.0,6.0,4,25000.0,60000000.0
3 BHK,2170.0,3.0,3,6958.52534562212,15100000.0
2 BHK,1080.0,2.0,2,5092.592592592592,5500000.0
3 BHK,1790.0,3.0,3,5586.592178770949,10000000.0
1 BHK,550.0,1.0,1,3090.909090909091,1700000.0
3 BHK,1270.0,2.0,3,3999.212598425197,5079000.0
2 BHK,1033.0,2.0,2,4646.660212971927,4800000.0
2 Bedroom,1000.0,2.0,2,8000.0,8000000.0
4 BHK,2940.0,6.0,4,9523.809523809523,28000000.0
2 BHK,1240.0,2.0,2,4241.935483870968,5260000.0
5 Bedroom,1650.0,5.0,5,27272.727272727272,45000000.0
2 BHK,883.0,2.0,2,4416.761041902605,3900000.0
3 BHK,1500.0,2.0,3,6466.666666666667,9700000.0
3 BHK,1730.0,3.0,3,8034.682080924856,13900000.0
3 BHK,1915.0,3.0,3,4177.545691906005,8000000.0
3 BHK,1545.0,3.0,3,5113.26860841424,7900000.0
3 BHK,1865.0,4.0,3,7506.702412868633,14000000.0
2 BHK,1150.0,2.0,2,3478.2608695652175,4000000.0
2 BHK,1200.0,2.0,2,4083.3333333333335,4900000.0
2 BHK,963.0,2.0,2,4153.686396677051,4000000.0
3 Bedroom,1200.0,3.0,3,10000.0,12000000.0
4 BHK,2600.0,4.0,4,10000.0,26000000.0
4 BHK,1700.0,4.0,4,6352.941176470588,10800000.0
3 BHK,1682.0,3.0,3,7134.36385255648,12000000.0
3 BHK,1371.0,2.0,3,4741.064916119621,6500000.0
2 BHK,901.0,2.0,2,5493.895671476138,4950000.0
7 Bedroom,600.0,7.0,7,12166.666666666666,7300000.0
3 BHK,1730.0,3.0,3,6936.416184971098,12000000.0
4 Bedroom,1200.0,4.0,4,10416.666666666666,12500000.0
3 BHK,1500.0,3.0,3,6800.0,10200000.0
4 BHK,3785.0,6.0,4,7397.622192866578,28000000.0
4 BHK,3500.0,4.0,4,7000.0,24500000.0
2 BHK,1203.0,2.0,2,4975.893599334996,5986000.0
2 BHK,1357.0,2.0,2,3979.3662490788506,5400000.0
3 BHK,1600.0,3.0,3,4750.0,7600000.0
1 BHK,350.0,1.0,1,3857.1428571428573,1350000.0
3 BHK,1665.0,3.0,3,3183.1831831831832,5300000.0
3 Bedroom,1400.0,3.0,3,14285.714285714286,20000000.0
1 BHK,835.0,1.0,1,5622.754491017964,4695000.0
2 Bedroom,815.0,3.0,2,19631.9018404908,16000000.0
3 BHK,1444.0,2.0,3,5540.16620498615,8000000.0
2 BHK,1277.0,2.0,2,4306.969459671104,5500000.0
3 BHK,1521.0,3.0,3,6226.824457593689,9471000.0
2 BHK,1134.0,2.0,2,3527.336860670194,4000000.0
2 BHK,995.0,2.0,2,3499.497487437186,3482000.0
3 BHK,2760.0,5.0,3,5688.405797101449,15700000.0
2 BHK,1325.0,1.0,2,6943.396226415094,9200000.0
6 Bedroom,4000.0,6.0,6,3750.0,15000000.0
3 BHK,1525.0,3.0,3,5901.639344262295,9000000.0
3 BHK,1320.0,2.0,3,5530.30303030303,7300000.0
1 BHK,650.0,1.0,1,3538.4615384615386,2300000.0
3 BHK,1858.0,2.0,3,8988.15931108719,16700000.0
2 BHK,1150.0,2.0,2,3304.3478260869565,3800000.0
2 BHK,769.0,2.0,2,5201.560468140442,4000000.0
3 BHK,1571.0,3.0,3,6683.64099299809,10500000.0
3 BHK,1445.0,3.0,3,5990.311418685121,8656000.0
3 BHK,1590.0,2.0,3,8490.566037735849,13500000.0
2 BHK,902.0,2.0,2,5432.372505543237,4900000.0
3 Bedroom,2238.0,3.0,3,6255.585344057194,14000000.0
2 BHK,1090.0,2.0,2,2888.9908256880735,3149000.0
3 BHK,1712.0,3.0,3,4789.719626168225,8200000.0
2 BHK,1088.0,2.0,2,6250.0,6800000.0
3 BHK,1575.0,3.0,3,4006.3492063492063,6310000.0
6 Bedroom,2150.0,6.0,6,9534.883720930233,20500000.0
3 BHK,1920.0,3.0,3,7812.5,15000000.0
2 Bedroom,1000.0,2.0,2,5700.0,5700000.0
2 BHK,1100.0,2.0,2,5100.0,5610000.0
2 BHK,1089.0,2.0,2,4132.231404958678,4500000.0
2 BHK,1106.0,2.0,2,3896.021699819168,4309000.0
2 BHK,927.0,2.0,2,3991.3700107874865,3700000.0
2 BHK,1339.0,2.0,2,4331.59073935773,5800000.0
1 BHK,923.0,1.0,1,4950.162513542795,4569000.0
3 Bedroom,2900.0,3.0,3,9827.586206896553,28500000.0
2 BHK,1175.0,2.0,2,6382.978723404255,7500000.0
2 BHK,975.0,2.0,2,5641.025641025641,5500000.0
3 BHK,2400.0,4.0,3,7500.0,18000000.0
3 BHK,1330.0,3.0,3,5413.533834586467,7200000.0
2 BHK,1183.0,2.0,2,5049.873203719358,5974000.0
3 BHK,1758.0,3.0,3,7565.415244596132,13300000.0
3 Bedroom,1200.0,3.0,3,22083.333333333332,26500000.0
3 BHK,1255.0,2.0,3,6189.641434262949,7768000.000000001
3 Bedroom,600.0,4.0,3,18333.333333333332,11000000.0
2 BHK,1100.0,2.0,2,4545.454545454545,5000000.0
2 BHK,1170.0,2.0,2,4000.0,4680000.0
5 Bedroom,2400.0,5.0,5,5000.0,12000000.0
3 BHK,1530.0,3.0,3,3383.6601307189544,5177000.0
2 BHK,1420.0,2.0,2,7535.211267605634,10700000.0
4 Bedroom,1200.0,4.0,4,25000.0,30000000.0
6 Bedroom,1045.0,6.0,6,15311.004784688996,16000000.0
3 BHK,1591.0,3.0,3,7228.158390949088,11500000.0
3 BHK,1680.0,3.0,3,7142.857142857143,12000000.0
2 Bedroom,675.0,3.0,2,7703.7037037037035,5200000.0
2 BHK,1055.0,2.0,2,5462.559241706161,5763000.0
3 BHK,1918.0,3.0,3,6725.7559958289885,12900000.0
2 BHK,1280.0,2.0,2,5937.5,7600000.0
3 BHK,1560.0,3.0,3,4230.7692307692305,6600000.0
2 BHK,1145.0,2.0,2,4323.144104803493,4950000.0
3 BHK,2106.0,3.0,3,5982.9059829059825,12600000.0
3 BHK,1801.0,3.0,3,7717.9344808439755,13900000.0
5 Bedroom,1200.0,5.0,5,10000.0,12000000.0
2 BHK,1718.0,3.0,2,16763.678696158324,28800000.0
3 BHK,1306.0,3.0,3,4184.532924961715,5465000.0
2 BHK,1320.0,2.0,2,6969.69696969697,9200000.0
3 BHK,1350.0,2.0,3,4814.814814814815,6500000.0
4 BHK,2990.0,4.0,4,10836.120401337792,32400000.0
4 BHK,3800.0,5.0,4,7894.736842105263,30000000.0
3 BHK,1344.0,2.0,3,3125.0,4200000.0
3 BHK,1893.0,3.0,3,5282.620179609086,10000000.0
3 BHK,1107.0,2.0,3,3884.3721770551037,4300000.0
9 Bedroom,1200.0,10.0,9,15000.0,18000000.0
2 BHK,1190.0,2.0,2,6302.5210084033615,7500000.0
2 BHK,1000.0,2.0,2,3500.0,3500000.0
2 Bedroom,2400.0,2.0,2,6666.666666666667,16000000.0
2 BHK,1000.0,2.0,2,4850.0,4850000.0
3 BHK,2113.0,3.0,3,7335.541883577851,15500000.0
2 BHK,1100.0,2.0,2,4181.818181818182,4600000.0
5 Bedroom,1200.0,4.0,5,13333.333333333334,16000000.0
4 BHK,1884.0,4.0,4,6369.426751592357,12000000.0
2 BHK,1110.0,2.0,2,3603.6036036036035,4000000.0
2 BHK,1027.0,2.0,2,4186.952288218111,4300000.0
3 BHK,1250.0,3.0,3,3200.0,4000000.0
3 BHK,1470.0,3.0,3,4217.687074829932,6200000.0
2 BHK,1150.0,2.0,2,6521.739130434783,7500000.0
3 Bedroom,1200.0,3.0,3,13750.0,16500000.0
1 BHK,703.0,1.0,1,7396.870554765292,5200000.0
3 BHK,1400.0,2.0,3,4428.571428571428,6200000.0
2 BHK,1195.0,2.0,2,4267.782426778243,5100000.0
2 BHK,1302.0,2.0,2,5307.219662058371,6909999.999999999
3 BHK,1583.0,3.0,3,4699.936828806065,7440000.000000001
3 BHK,1488.0,2.0,3,4032.2580645161293,6000000.0
4 Bedroom,600.0,5.0,4,14166.666666666666,8500000.0
3 BHK,1385.0,2.0,3,2500.361010830325,3463000.0000000005
4 BHK,3262.0,4.0,4,7970.570202329859,26000000.0
3 BHK,1600.0,3.0,3,6500.0,10400000.0
2 BHK,1150.0,2.0,2,7826.086956521739,9000000.0
9 Bedroom,4500.0,9.0,9,3688.8888888888887,16600000.0
2 BHK,1263.0,2.0,2,6175.771971496437,7800000.0
7 Bedroom,1200.0,8.0,7,9166.666666666666,11000000.0
2 BHK,1299.0,2.0,2,6543.4949961508855,8500000.0
2 BHK,1330.0,2.0,2,5864.661654135339,7800000.0
3 BHK,1282.0,2.0,3,4089.703588143526,5243000.0
3 BHK,1853.0,3.0,3,4425.256341068538,8200000.0
2 BHK,861.0,2.0,2,4065.040650406504,3500000.0
3 BHK,1600.0,3.0,3,5937.5,9500000.0
2 BHK,1256.0,2.0,2,5000.0,6280000.0
3 BHK,1390.0,2.0,3,5755.395683453237,8000000.0
3 BHK,1550.0,2.0,3,5806.451612903225,9000000.0
11 Bedroom,1200.0,6.0,11,12500.0,15000000.0
2 BHK,919.0,2.0,2,5331.882480957563,4900000.0
3 Bedroom,1625.0,3.0,3,4923.076923076923,8000000.0
